rna_name	chr	strand	start_pos	end_pos	gene_name
NM_199511	chr3	-	112323232	112359990	CCDC80
NR_110017	chr3	-	112455295	112468166	LINC02042
NR_149026	chr3	+	112521324	112539063	CD200R1L-AS1
NM_001199215	chr3	-	112534555	112564797	CD200R1L
NM_138806	chr3	-	112640053	112693950	CD200R1
NM_138939	chr3	-	112647764	112693950	CD200R1
NM_138485	chr3	+	112709799	112720221	GTPBP8
NM_014170	chr3	+	112709830	112720816	GTPBP8
NR_134969	chr3	-	112721291	112738518	NEPRO
NR_110823	chr3	-	112861196	112886578	LINC02044
NM_001301867	chr3	+	112930403	112970852	BOC
NM_033254	chr3	+	112930403	113006305	BOC
NM_001301861	chr3	+	112930962	113006305	BOC
NM_001164496	chr3	-	113005776	113160340	CFAP44
NM_018338	chr3	-	113081711	113160361	CFAP44
NR_046728	chr3	+	113122844	113152839	CFAP44-AS1
NM_001331079	chr3	-	113161564	113233691	SPICE1
NM_144718	chr3	-	113161564	113234003	SPICE1
NM_001308350	chr3	+	113251217	113348422	SIDT1
NM_001322297	chr3	+	113251401	113348422	SIDT1
NR_111981	chr3	-	113367232	113415489	USF3
NM_025146	chr3	-	113435304	113465096	NAA50
NM_001690	chr3	+	113465881	113530903	ATP6V1A
NM_017577	chr3	+	113557634	113666021	GRAMD1C
NM_001172105	chr3	+	113616346	113666021	GRAMD1C
NM_001363952	chr3	+	113666747	113682220	ZDHHC23
NM_173570	chr3	+	113666859	113682220	ZDHHC23
NM_001353766	chr3	-	113682983	113775373	CCDC191
NM_001353767	chr3	-	113682983	113775460	CCDC191
NM_024638	chr3	+	113775583	113807268	QTRT2
NM_000796	chr3	-	113846426	113897899	DRD3
NM_001282563	chr3	-	113847498	113918254	DRD3
NM_001290809	chr3	-	113847498	113897623	DRD3
NM_033663	chr3	-	113847498	113897899	DRD3
NM_007136	chr3	-	113953479	113956425	ZNF80
NM_173799	chr3	+	114012874	114029135	TIGIT
NM_001164342	chr3	-	114033346	114102489	ZBTB20
NM_001164343	chr3	-	114033346	114790261	ZBTB20
NM_001164346	chr3	-	114033346	114343792	ZBTB20
NM_001164347	chr3	-	114033346	114343053	ZBTB20
NM_001164344	chr3	-	114033363	114477954	ZBTB20
NM_001348801	chr3	-	114033363	114866135	ZBTB20
NM_001348805	chr3	-	114033363	114819155	ZBTB20
NR_121662	chr3	-	114033363	114619472	ZBTB20
NR_038993	chr3	+	114070657	114107825	ZBTB20-AS1
NR_121661	chr3	+	114172439	114238979	ZBTB20-AS5
NR_126422	chr3	+	114591879	114595361	ZBTB20-AS3
NR_046877	chr3	+	114819269	114821908	ZBTB20-AS4
NM_001130064	chr3	+	115342356	115440330	GAP43
NM_002338	chr3	-	115521220	116164334	LSAMP
NR_145779	chr3	-	115623912	115623973	SNORD155
NR_109998	chr3	+	116078870	116088932	LSAMP-AS1
NR_046624	chr3	+	116271319	116287288	LINC00903
NR_015391	chr3	+	116428634	116435887	TUSC7
NR_121607	chr3	+	116640277	116651085	LINC00901
NR_146652	chr3	-	117397539	117409772	LINC02024
NR_135547	chr3	-	118227257	118529680	LOC105374060
NR_135573	chr3	+	118360614	118363004	LOC101926968
NM_001353318	chr3	-	118619403	118753693	IGSF11
NM_152538	chr3	-	118619403	118864867	IGSF11
NR_046230	chr3	+	118661922	118667088	IGSF11-AS1
NM_152539	chr3	+	118865011	118870303	TEX55
NM_006952	chr3	+	118892444	118923990	UPK1B
NM_003778	chr3	-	118930588	118959725	B4GALT4
NR_046574	chr3	+	118945332	119009513	B4GALT4-AS1
NM_020754	chr3	+	119013229	119139561	ARHGAP31
NR_046748	chr3	-	119033139	119041607	ARHGAP31-AS1
NM_018266	chr3	-	119147795	119182462	TMEM39A
NM_152305	chr3	+	119187809	119213554	POGLUT1
NM_016589	chr3	+	119217393	119243937	TIMMDC1
NM_005191	chr3	-	119243139	119278461	CD80
NM_001125	chr3	+	119298338	119308792	ADPRH
NM_001206960	chr3	+	119316694	119348658	PLA1A
NM_015900	chr3	+	119316731	119348658	PLA1A
NM_001293225	chr3	+	119319117	119348658	PLA1A
NM_001369919	chr3	-	119360898	119379437	POPDC2
NM_005694	chr3	-	119388371	119396243	COX17
NM_001320317	chr3	+	119421868	119485949	MAATS1
NM_003889	chr3	+	119499330	119537332	NR1I2
NM_022002	chr3	+	119501556	119537332	NR1I2
NM_001354596	chr3	-	119540167	119813294	GSK3B
NM_153002	chr3	-	119884327	119963142	GPR156
NM_001099678	chr3	-	120043355	120068201	LRRC58
NM_007085	chr3	-	120111139	120169839	FSTL1
NM_001168331	chr3	+	120315182	120321258	NDUFB4
NM_004547	chr3	+	120315182	120321354	NDUFB4
NM_000187	chr3	-	120347018	120401086	HGD
NM_173825	chr3	-	120403784	120461363	RABL3
NM_001363965	chr3	-	120405527	120461527	RABL3
NM_005513	chr3	+	120461590	120501916	GTF2E1
NR_135570	chr3	-	120531027	120555204	LINC02049
NR_135571	chr3	-	120552286	120555204	LINC02049
NR_145516	chr3	+	120627051	121143608	STXBP5L
NR_145517	chr3	+	120627051	120877815	STXBP5L
NM_001348345	chr3	+	120627523	121143608	STXBP5L
NM_199420	chr3	-	121150278	121264835	POLQ
NM_001012659	chr3	+	121286795	121309469	ARGFX
NM_016298	chr3	+	121312225	121349141	FBXO40
NM_001292041	chr3	-	121350245	121379750	HCLS1
NM_001256488	chr3	-	121382045	121468614	GOLGB1
NM_001256487	chr3	-	121382047	121468588	GOLGB1
NM_001023570	chr3	-	121488607	121553907	IQCB1
NM_001319107	chr3	-	121488607	121553926	IQCB1
NM_001320041	chr3	+	121554026	121605373	EAF2
NM_018456	chr3	+	121554055	121605373	EAF2
NM_001145998	chr3	+	121613247	121663035	SLC15A2
NM_001199799	chr3	-	121706169	121741094	ILDR1
NM_001206925	chr3	+	121774208	121839988	CD86
NM_175862	chr3	+	121774208	121839983	CD86
NM_006889	chr3	+	121796695	121839988	CD86
NM_000388	chr3	+	121902514	122010475	CASR
NM_001178065	chr3	+	121903173	122010475	CASR
NM_005213	chr3	+	122044094	122060815	CSTA
NM_001017928	chr3	-	122078437	122102078	CCDC58
NM_014367	chr3	+	122103028	122131181	FAM162A
NM_019069	chr3	-	122130692	122134909	WDR5B
NR_125405	chr3	+	122135052	122162094	LOC102723582
NR_026698	chr3	-	122140749	122233786	KPNA1
NM_001146105	chr3	-	122246770	122283147	PARP9
NM_031458	chr3	-	122246770	122283631	PARP9
NM_001146106	chr3	-	122250632	122283147	PARP9
NM_138287	chr3	+	122283184	122294049	DTX3L
NM_001113523	chr3	+	122296496	122357894	PARP15
NM_001308321	chr3	+	122334461	122357894	PARP15
NM_017554	chr3	+	122399685	122449687	PARP14
NM_001320728	chr3	-	122458845	122512678	HSPBAP1
NM_032839	chr3	+	122513915	122599986	SLC49A4
NR_024618	chr3	+	122605359	122611263	LINC02035
NM_001031702	chr3	-	122627928	122746610	SEMA5B
NM_001256346	chr3	-	122628039	122712120	SEMA5B
NM_001256347	chr3	-	122628039	122694981	SEMA5B
NM_001256348	chr3	-	122628039	122746659	SEMA5B
NR_046079	chr3	-	122628039	122747452	SEMA5B
NR_028444	chr3	+	122785871	122880951	PDIA5
NM_012430	chr3	+	122920789	122992982	SEC22A
NM_001199642	chr3	-	123001142	123135189	ADCY5
NM_183357	chr3	-	123001142	123167392	ADCY5
NM_001329787	chr3	-	123210394	123303464	HACD2
NM_001329783	chr3	-	123210401	123303900	HACD2
NR_038266	chr3	+	123304359	123349666	MYLK-AS1
NM_001321309	chr3	-	123328895	123603179	MYLK
NM_053032	chr3	-	123328895	123339395	MYLK
NR_046629	chr3	+	123408490	123411254	MYLK-AS2
NM_001366335	chr3	-	123632273	123680076	CCDC14
NM_017578	chr3	-	123687367	123710199	ROPN1
NM_001317775	chr3	-	123687862	123711017	ROPN1
NR_133919	chr3	-	123697523	123711017	ROPN1
NM_001024660	chr3	+	123813527	124445172	KALRN
NM_001322988	chr3	+	123813527	124394274	KALRN
NM_001322990	chr3	+	123813553	124238697	KALRN
NR_028136	chr3	+	123813553	123883533	KALRN
NM_001322993	chr3	+	124303504	124445172	KALRN
NM_001322999	chr3	+	124303504	124394274	KALRN
NM_001322994	chr3	+	124303505	124394274	KALRN
NR_033434	chr3	+	124449212	124468119	UMPS
NM_000373	chr3	+	124449298	124468119	UMPS
NM_001354765	chr3	-	124480794	124606531	ITGB5
NM_001354766	chr3	-	124480794	124620258	ITGB5
NM_002213	chr3	-	124480794	124606212	ITGB5
NM_033049	chr3	-	124624288	124653595	MUC13
NM_020733	chr3	-	124684553	124774841	HEG1
NM_001195483	chr3	-	124801479	124930243	SLC12A8
NM_024628	chr3	-	124801479	124931609	SLC12A8
NM_001348424	chr3	-	124944512	125093553	ZNF148
NM_001348429	chr3	-	124944512	125094198	ZNF148
NM_001348433	chr3	-	124944512	125076124	ZNF148
NM_001348436	chr3	-	124992912	125094198	ZNF148
NR_073435	chr3	-	125165493	125239046	SNX4
NM_022776	chr3	-	125247701	125314341	OSBPL11
NR_153417	chr3	+	125493556	125516796	LOC105374312
NR_125395	chr3	-	125546079	125604920	LINC02614
NR_024250	chr3	+	125635443	125648867	FAM86JP
NM_001195223	chr3	-	125648117	125655887	ALG1L
NM_001308313	chr3	+	125688020	125702296	ROPN1B
NM_001008487	chr3	-	125725199	125775618	SLC41A3
NM_001164475	chr3	-	125725199	125820391	SLC41A3
NM_017836	chr3	-	125725199	125803134	SLC41A3
NM_001270364	chr3	-	125822403	125900029	ALDH1L1
NR_072979	chr3	-	125822412	125899429	ALDH1L1
NR_046602	chr3	+	125822482	125826912	ALDH1L1-AS1
NR_046383	chr3	+	125898907	125929011	ALDH1L1-AS2
NM_014079	chr3	-	126061477	126076251	KLF15
NR_103787	chr3	-	126111874	126113641	CCDC37-DT
NM_182628	chr3	+	126113751	126155399	CFAP100
NR_104249	chr3	-	126156443	126194734	ZXDC
NM_001040653	chr3	-	126177743	126194762	ZXDC
NM_001165974	chr3	-	126200008	126236616	UROC1
NM_152889	chr3	+	126242997	126262134	CHST13
NR_130715	chr3	-	126245841	126277775	C3orf22
NM_152533	chr3	-	126268534	126277775	C3orf22
NM_001173513	chr3	-	126325901	126373967	TXNRD3
NR_034158	chr3	+	126380923	126390782	NUP210P1
NM_032343	chr3	+	126423082	126679263	CHCHD6
NM_032242	chr3	+	126707436	126756235	PLXNA1
NM_001007534	chr3	+	126911973	126917027	C3orf56
NM_001362810	chr3	-	127002625	127006889	PRR20G
NR_110147	chr3	-	127041149	127109513	LINC02016
NR_125397	chr3	-	127216443	127256623	LINC01471
NM_001353005	chr3	-	127290074	127317074	TPRA1
NM_001353006	chr3	-	127290074	127309576	TPRA1
NM_004526	chr3	+	127317253	127341278	MCM2
NM_015720	chr3	+	127348027	127391645	PODXL2
NR_033429	chr3	+	127391780	127399769	ABTB1
NM_172027	chr3	+	127391794	127399769	ABTB1
NM_001003794	chr3	-	127407904	127542093	MGLL
NM_007283	chr3	-	127407904	127541725	MGLL
NM_207335	chr3	+	127634074	127706520	KBTBD12
NM_013336	chr3	+	127771279	127790526	SEC61A1
NM_001319086	chr3	-	127783627	127872757	RUVBL1
NR_046645	chr3	+	127794652	127797899	RUVBL1-AS1
NM_001319084	chr3	-	127799652	127842655	RUVBL1
NM_021937	chr3	+	127872323	128127489	EEFSEC
NM_153330	chr3	-	128181279	128186091	DNAJB8
NR_037890	chr3	+	128182436	128191160	DNAJB8-AS1
NM_001145662	chr3	-	128198264	128206764	GATA2
NM_001145661	chr3	-	128198269	128207373	GATA2
NM_032638	chr3	-	128198269	128212044	GATA2
NR_125398	chr3	+	128208045	128222050	GATA2-AS1
NR_026954	chr3	+	128226677	128229429	LOC90246
NR_125802	chr3	-	128290842	128294929	LINC01565
NM_002950	chr3	-	128338811	128369661	RPN1
NM_004637	chr3	+	128445025	128533641	RAB7A
NR_034179	chr3	-	128580350	128590384	LOC653712
NR_033426	chr3	+	128598332	128631957	ACAD9
NM_014049	chr3	+	128598462	128631957	ACAD9
NM_001348520	chr3	-	128628715	128721095	KIAA1257
NM_001348521	chr3	-	128628715	128722845	KIAA1257
NM_020741	chr3	-	128685431	128712919	KIAA1257
NM_001348522	chr3	-	128689781	128720148	KIAA1257
NM_001348523	chr3	-	128689781	128710740	KIAA1257
NM_024768	chr3	+	128720471	128759585	EFCC1
NM_000174	chr3	+	128779609	128781254	GP9
NM_001204883	chr3	-	128806411	128840993	RAB43
NM_001204884	chr3	-	128806411	128840857	RAB43
NM_001204885	chr3	-	128806411	128840765	RAB43
NM_001204887	chr3	-	128806411	128840647	RAB43
NM_001204890	chr3	-	128806411	128880073	ISY1-RAB43
NM_001199469	chr3	-	128846257	128879906	ISY1
NM_001127192	chr3	-	128886669	128902739	CNBP
NM_016128	chr3	+	128968448	128996616	COPG1
NM_001370345	chr3	+	128997674	129025028	HMCES
NM_001363881	chr3	+	128997683	129024135	HMCES
NM_020187	chr3	+	128997712	129025028	HMCES
NM_001006109	chr3	+	128997816	129024135	HMCES
NM_001370344	chr3	+	128997836	129025028	HMCES
NM_006026	chr3	-	129033613	129035129	H1-10
NR_026991	chr3	+	129035113	129043412	H1FX-AS1
NR_003111	chr3	-	129101676	129118282	RPL32P3
NR_002992	chr3	-	129116052	129116191	SNORA7B
NM_207307	chr3	-	129120163	129147479	EFCAB12
NM_001276273	chr3	-	129149786	129159022	MBD4
NM_001276270	chr3	-	129149790	129158791	MBD4
NM_001276271	chr3	-	129151018	129159022	MBD4
NM_001280546	chr3	+	129158878	129239350	IFT122
NM_001280541	chr3	+	129159066	129239350	IFT122
NM_000539	chr3	+	129247481	129254187	RHO
NM_153833	chr3	+	129262056	129270310	H1-8
NM_001308262	chr3	+	129267227	129270310	H1-8
NM_015103	chr3	-	129274055	129325582	PLXND1
NM_001128224	chr3	-	129366634	129612419	TMCC1
NM_001349265	chr3	-	129366634	129612554	TMCC1
NM_001349273	chr3	-	129366634	129513455	TMCC1
NM_001349274	chr3	-	129366634	129442956	TMCC1
NM_015008	chr3	-	129366634	129407575	TMCC1
NR_037893	chr3	+	129612713	129627755	TMCC1-AS1
NM_007117	chr3	+	129693562	129696778	TRH
NM_001136152	chr3	+	129800673	129817233	ALG1L2
NR_146710	chr3	-	129807708	129813147	LINC02014
NR_024252	chr3	-	129816624	129830276	FAM86HP
NR_146653	chr3	+	129830549	129839412	LINC02021
NR_146654	chr3	+	129831392	129839412	LINC02021
NR_027898	chr3	+	129931662	129992649	COL6A4P2
NM_153264	chr3	+	130064358	130203690	COL6A5
NM_001102608	chr3	+	130279177	130396981	COL6A6
NM_014602	chr3	-	130397777	130465673	PIK3R4
NM_001199181	chr3	+	130569438	130722046	ATP2C1
NM_001199182	chr3	+	130569438	130735555	ATP2C1
NM_001001485	chr3	+	130612858	130735555	ATP2C1
NM_001199179	chr3	+	130612927	130722046	ATP2C1
NM_001199183	chr3	+	130612927	130735555	ATP2C1
NM_001199185	chr3	+	130613393	130735555	ATP2C1
NM_014382	chr3	+	130613393	130722046	ATP2C1
NM_001001487	chr3	+	130613433	130735555	ATP2C1
NM_014065	chr3	-	130732716	130745698	ASTE1
NM_001353025	chr3	+	130745720	131069309	NEK11
NM_145910	chr3	+	130745720	130893981	NEK11
NM_001321223	chr3	+	130746571	130903616	NEK11
NR_038976	chr3	-	131043935	131100319	LOC339874
NR_002949	chr3	+	131080688	131083966	NUDT16P1
NR_027766	chr3	+	131080717	131083966	NUDT16P1
NM_001171905	chr3	+	131100514	131107674	NUDT16
NM_001171906	chr3	+	131100608	131101641	NUDT16
NM_152395	chr3	+	131100617	131107674	NUDT16
NM_007208	chr3	-	131181055	131221815	MRPL3
NR_002985	chr3	-	131197841	131198077	SNORA58
NM_001289112	chr3	-	131252403	131756648	CPNE4
NM_130808	chr3	-	131252403	131754286	CPNE4
NM_153429	chr3	-	131252403	131758450	CPNE4
NM_001134194	chr3	+	132036250	132087146	ACP3
NM_001292037	chr3	+	132036250	132077685	ACP3
NM_015268	chr3	+	132136345	132257876	DNAJC13
NR_037804	chr3	-	132276981	132441303	NPHP3-ACAD11
NR_132426	chr3	-	132276981	132378975	ACAD11
NM_032169	chr3	-	132276984	132378653	ACAD11
NM_016557	chr3	+	132316113	132321485	ACKR4
NM_178445	chr3	+	132318980	132321485	ACKR4
NM_198329	chr3	+	132373289	132396951	UBA5
NM_024818	chr3	+	132378340	132396951	UBA5
NM_001321238	chr3	+	132379540	132396951	UBA5
NM_153240	chr3	-	132399452	132441253	NPHP3
NR_002811	chr3	+	132440593	132593055	NPHP3-AS1
NR_152743	chr3	+	132440593	132469621	NPHP3-AS1
NM_001136469	chr3	+	132757131	133116619	TMEM108
NM_023943	chr3	+	132757234	133116619	TMEM108
NM_001282865	chr3	+	132843664	133116619	TMEM108
NR_110812	chr3	-	132965291	132975965	TMEM108-AS1
NM_003571	chr3	+	133118899	133194052	BFSP2
NR_135277	chr3	-	133145245	133209990	BFSP2-AS1
NR_135278	chr3	-	133148127	133174620	BFSP2-AS1
NR_135276	chr3	-	133155463	133209990	BFSP2-AS1
NM_017548	chr3	+	133292529	133309105	CDV3
NM_001282765	chr3	+	133293277	133309118	CDV3
NM_007027	chr3	-	133319096	133380785	TOPBP1
NM_001354703	chr3	+	133380841	133515485	TF
NM_001063	chr3	+	133465236	133515485	TF
NM_021203	chr3	+	133502866	133540336	SRPRB
NR_163491	chr3	+	133524658	133547417	SRPRB
NM_016577	chr3	-	133543079	133614726	RAB6B
NM_001363953	chr3	-	133543084	133614691	RAB6B
NR_161373	chr3	-	133646989	133648656	C3orf36
NM_005630	chr3	-	133651544	133748769	SLCO2A1
NR_135574	chr3	-	133774093	133776492	LINC02000
NM_001005861	chr3	-	133875977	133969586	RYK
NR_146711	chr3	+	134032417	134040013	LINC02004
NM_001278683	chr3	-	134074186	134094259	AMOTL2
NM_001278685	chr3	-	134074188	134093289	AMOTL2
NM_001363943	chr3	-	134074188	134093752	AMOTL2
NM_001242374	chr3	-	134196545	134204865	ANAPC13
NM_001242375	chr3	-	134196545	134204831	ANAPC13
NM_015391	chr3	-	134196547	134204827	ANAPC13
NM_001353113	chr3	+	134204565	134293855	CEP63
NM_001353122	chr3	+	134204565	134283870	CEP63
NM_001353117	chr3	+	134204886	134293855	CEP63
NM_001353120	chr3	+	134204886	134283870	CEP63
NM_001353108	chr3	+	134204898	134283872	CEP63
NM_001353124	chr3	+	134205014	134293855	CEP63
NR_148354	chr3	+	134205014	134283870	CEP63
NM_001350859	chr3	-	134318764	134369864	KY
NM_001366276	chr3	-	134318764	134369860	KY
NM_001350860	chr3	-	134324781	134369864	KY
NM_004441	chr3	+	134514101	134979307	EPHB1
NM_002718	chr3	+	135684569	135866736	PPP2R3A
NM_181897	chr3	+	135741583	135866736	PPP2R3A
NM_001145417	chr3	-	135867758	135913310	MSL2
NM_018133	chr3	-	135867758	135915177	MSL2
NM_001178014	chr3	+	135969166	136049013	PCCB
NM_000532	chr3	+	135969181	136049011	PCCB
NM_005862	chr3	-	136055077	136471220	STAG1
NM_001097599	chr3	+	136537860	136574735	SLC35G2
NM_025246	chr3	+	136537967	136574730	SLC35G2
NR_110175	chr3	-	136560817	136580905	NCK1-DT
NM_001291999	chr3	+	136581049	136670448	NCK1
NM_001190796	chr3	+	136649343	136670448	NCK1
NM_144717	chr3	+	136676824	136729926	IL20RB
NM_004189	chr3	+	137483156	137485172	SOX14
NR_109987	chr3	+	137490752	137499719	LINC01210
NM_001002026	chr3	+	137717657	137752491	CLDN18
NM_016369	chr3	+	137729006	137752491	CLDN18
NM_173543	chr3	-	137780831	137834450	DZIP1L
NM_001170538	chr3	-	137787824	137832322	DZIP1L
NM_016161	chr3	-	137842554	137851232	A4GNT
NM_016216	chr3	-	137879829	137893763	DBR1
NM_001267041	chr3	+	137906089	138017228	ARMC8
NM_213654	chr3	+	137906089	137965729	ARMC8
NM_001363941	chr3	+	137906142	138017215	ARMC8
NM_001363942	chr3	+	137906142	138017228	ARMC8
NM_015396	chr3	+	137906372	138017215	ARMC8
NM_001349021	chr3	-	137980277	138048693	NME9
NM_001349020	chr3	-	138019841	138048693	NME9
NM_012219	chr3	+	138066489	138124377	MRAS
NM_001085049	chr3	+	138067420	138124375	MRAS
NM_001252093	chr3	+	138067507	138124377	MRAS
NM_001252092	chr3	+	138067691	138124375	MRAS
NM_001252090	chr3	+	138068061	138124375	MRAS
NR_136409	chr3	+	138153414	138198784	ESYT3
NM_001322831	chr3	+	138153457	138200525	ESYT3
NM_031913	chr3	+	138153457	138198765	ESYT3
NM_024491	chr3	-	138213186	138313102	CEP70
NM_001320599	chr3	-	138215751	138313102	CEP70
NM_001288966	chr3	-	138218725	138313225	CEP70
NM_001320600	chr3	-	138255760	138310798	CEP70
NM_001033030	chr3	+	138327612	138352213	FAIM
NM_018147	chr3	+	138327890	138352213	FAIM
NM_001256045	chr3	-	138371539	138426463	PIK3CB
NM_006219	chr3	-	138371539	138553770	PIK3CB
NR_121649	chr3	-	138654030	138662862	LINC01391
NM_023067	chr3	-	138663065	138665979	FOXL2
NM_001040061	chr3	+	138666058	138672832	FOXL2NB
NM_001134659	chr3	-	138722803	138725110	PRR23A
NM_001013650	chr3	-	138737872	138739768	PRR23B
NM_001134657	chr3	-	138760943	138763734	PRR23C
NR_026783	chr3	+	138823026	138844005	BPESC1
NR_027070	chr3	-	138951833	138952364	PISRT1
NM_001363893	chr3	+	139062835	139075979	MRPS22
NM_020191	chr3	+	139062861	139075971	MRPS22
NM_001363857	chr3	+	139063392	139075979	MRPS22
NM_004766	chr3	-	139076248	139108489	COPB2
NR_023350	chr3	-	139076432	139108522	COPB2
NR_121608	chr3	+	139108644	139163446	LOC100507291
NR_121609	chr3	+	139108644	139302161	LOC100507291
NM_004164	chr3	-	139171725	139195358	RBP2
NM_001365940	chr3	-	139236279	139258478	RBP1
NM_002899	chr3	-	139236279	139258584	RBP1
NM_001130993	chr3	-	139243254	139258584	RBP1
NM_001130992	chr3	-	139244810	139258584	RBP1
NM_001200047	chr3	-	139279024	139396892	NMNAT3
NM_001320510	chr3	-	139279032	139396814	NMNAT3
NM_022131	chr3	+	139654026	140296238	CLSTN2
NR_108084	chr3	-	140224459	140227631	CLSTN2-AS1
NM_152616	chr3	+	140396905	140419992	TRIM42
NM_001104647	chr3	+	140660677	140699837	SLC25A36
NM_018155	chr3	+	140660677	140698779	SLC25A36
NM_080862	chr3	+	140770188	140867453	SPSB4
NM_001037172	chr3	+	140950666	141013766	PXYLP1
NM_152282	chr3	+	140950666	141013745	PXYLP1
NM_001080412	chr3	+	141043027	141168632	ZBTB38
NM_001350099	chr3	+	141105266	141168632	ZBTB38
NM_001350100	chr3	+	141121190	141168632	ZBTB38
NM_001303245	chr3	+	141205868	141334198	RASA2
NM_006506	chr3	+	141205868	141334186	RASA2
NR_136190	chr3	+	141382040	141439916	LINC02618
NM_001201370	chr3	+	141457050	141465645	RNF7
NM_014245	chr3	+	141457139	141466402	RNF7
NM_139209	chr3	+	141497042	141535892	GRK7
NM_001679	chr3	+	141595484	141645390	ATP1B3
NM_001178139	chr3	-	141663269	141868386	TFDP2
NM_001178140	chr3	-	141663269	141719229	TFDP2
NM_006286	chr3	-	141663269	141747468	TFDP2
NR_033289	chr3	-	141876368	141944427	GK5
NM_019001	chr3	-	142025451	142166879	XRN1
NM_001282859	chr3	-	142136683	142166904	XRN1
NM_001184	chr3	-	142168076	142297575	ATR
NM_001145319	chr3	+	142315234	142432505	PLS1
NM_002670	chr3	+	142342265	142432505	PLS1
NM_001172312	chr3	+	142375738	142432505	PLS1
NM_001251845	chr3	+	142442875	142526729	TRPC1
NM_003304	chr3	+	142443265	142526729	TRPC1
NM_013363	chr3	-	142536715	142607925	PCOLCE2
NR_038455	chr3	+	142645516	142661378	LOC100507389
NM_198504	chr3	-	142680079	142682516	PAQR9
NR_125393	chr3	+	142682899	142719932	PAQR9-AS1
NR_034032	chr3	-	142719686	142720309	LOC100289361
NM_001320222	chr3	+	142720411	142779567	U2SURP
NM_004267	chr3	+	142838612	142842856	CHST2
NM_173653	chr3	-	142984063	143567310	SLC9A9
NR_048544	chr3	+	143061087	143065913	SLC9A9-AS1
NM_001363944	chr3	+	143690639	143711210	DIPK2A
NM_173552	chr3	+	143690664	143711210	DIPK2A
NM_001134470	chr3	+	143691922	143711210	DIPK2A
NR_146297	chr3	-	145784130	145786972	LNCSRLR
NM_000935	chr3	-	145787227	145879282	PLOD2
NM_182943	chr3	-	145787227	145878971	PLOD2
NM_001128305	chr3	-	145910123	145968402	PLSCR4
NM_001128306	chr3	-	145910123	145968966	PLSCR4
NM_001177304	chr3	-	145910123	145968892	PLSCR4
NM_001199978	chr3	-	146151074	146187088	PLSCR2
NM_020359	chr3	-	146151074	146213778	PLSCR2
NM_001363872	chr3	-	146232966	146262342	PLSCR1
NM_001363874	chr3	-	146232966	146262382	PLSCR1
NM_021105	chr3	-	146232966	146262394	PLSCR1
NM_001321245	chr3	-	146294341	146324003	PLSCR5
NM_001085420	chr3	-	146303624	146324003	PLSCR5
NR_135560	chr3	+	146639709	146643005	LINC02010
NM_001168378	chr3	-	147103834	147122071	ZIC4
NM_001168379	chr3	-	147103834	147123307	ZIC4
NM_032153	chr3	-	147103834	147124596	ZIC4
NR_033118	chr3	-	147103834	147110217	ZIC4
NM_003412	chr3	+	147127151	147134506	ZIC1
NR_121655	chr3	+	147139113	147227697	LOC440982
NR_134937	chr3	+	147795945	147805816	LINC02032
NR_146712	chr3	+	147998677	148117743	LINC02046
NM_000685	chr3	+	148415657	148460790	AGTR1
NM_032049	chr3	+	148447966	148460790	AGTR1
NM_001871	chr3	+	148545597	148577972	CPB1
NM_001870	chr3	+	148583082	148614990	CPA3
NM_001184720	chr3	+	148709194	148745456	GYG1
NM_001318935	chr3	-	148747849	148804320	HLTF
NM_001318934	chr3	-	148747913	148804341	HLTF
NM_139048	chr3	-	148747913	148804320	HLTF
NR_046648	chr3	+	148804118	148820610	HLTF-AS1
NM_001308258	chr3	+	148847424	148891519	HPS3
NR_046371	chr3	-	148880203	148939616	CP
NM_000096	chr3	-	148890283	148939616	CP
NM_001184723	chr3	-	149036284	149051225	TM4SF18
NM_138786	chr3	-	149036284	149051423	TM4SF18
NM_014220	chr3	-	149086808	149095436	TM4SF1
NR_046650	chr3	+	149095564	149104370	TM4SF1-AS1
NM_004617	chr3	+	149192483	149221181	TM4SF4
NM_001168278	chr3	-	149235015	149421060	WWTR1
NM_001348362	chr3	-	149235015	149442575	WWTR1
NM_015472	chr3	-	149235021	149375812	WWTR1
NR_040250	chr3	+	149375996	149379149	WWTR1-AS1
NR_135149	chr3	-	149456256	149470286	COMMD2
NM_016094	chr3	-	149456258	149470276	COMMD2
NM_001144960	chr3	-	149478889	149510341	ANKUB1
NM_001315506	chr3	-	149484414	149510341	ANKUB1
NM_183383	chr3	+	149530474	149679925	RNF13
NM_053024	chr3	-	149682691	149688682	PFN2
NR_036538	chr3	+	149689065	149691029	LOC646903
NM_001079809	chr3	-	149699463	149701153	TMEM183B
NR_136187	chr3	+	149814229	149868788	LOC105374313
NR_110168	chr3	+	149956305	149957992	LINC01213
NR_110167	chr3	+	149956486	149957992	LINC01213
NR_110186	chr3	-	149983193	150041534	LINC01214
NR_110187	chr3	-	150026026	150041534	LINC01214
NM_014779	chr3	+	150126084	150184207	TSC22D2
NM_014445	chr3	-	150259784	150264283	SERP1
NM_001319043	chr3	+	150264464	150303803	EIF2A
NM_032025	chr3	+	150264573	150303803	EIF2A
NM_016275	chr3	+	150321107	150348223	SELENOT
NM_001308234	chr3	-	150377671	150421707	ERICH6
NR_121675	chr3	+	150421350	150437933	ERICH6-AS1
NR_121674	chr3	+	150421761	150437933	ERICH6-AS1
NR_121657	chr3	-	150452257	150456772	LOC101928105
